timestamp,sensor_00,sensor_01,sensor_02,sensor_03,sensor_04,sensor_05,sensor_06,sensor_07,sensor_08,sensor_09,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24,sensor_25,sensor_26,sensor_27,sensor_28,sensor_29,sensor_30,sensor_31,sensor_32,sensor_33,sensor_34,sensor_35,sensor_36,sensor_37,sensor_38,sensor_39,sensor_40,sensor_41,sensor_42,sensor_43,sensor_44,sensor_45,sensor_46,sensor_47,sensor_48,sensor_49,sensor_50,sensor_51,machine_status
2025-01-01 00:00:00,40.248646894747914,27.87026321281627,63.33015746982234,67.86656684395912,41.1428064251171,49.878449944167144,69.34338392827857,53.92079451826294,50.31387034012636,55.17149869312298,76.59635460237017,40.43567521303092,62.42175333361535,61.21228206045311,30.305014967410433,65.28874902236134,61.21255366886378,45.87848940002602,43.459770089990414,72.07421882104798,48.58604370729623,71.16222862726185,57.55113766314196,47.11873885530233,55.52699954081269,57.652777141175015,50.44216715382714,44.39215235184288,75.51700355173347,37.83383617199817,37.45589151575165,66.95275408206383,53.46010724961552,31.381884504981706,20.063011592803917,44.8260336478147,19.602857598814307,31.203017926630068,54.47110090192478,58.15886483934764,28.74173591896225,26.93331726519411,41.64621998101063,49.07395629219158,44.3881313993701,48.21883838666207,55.42307213868972,38.896990583688904,39.25814198058628,29.121639100110684,66.01223885492341,NORMAL
2025-01-01 00:01:00,43.110211500220515,28.19729758353053,63.90652132776955,69.49621569598183,40.65969487993852,48.63523633679691,67.85183557050327,47.92876326262115,50.632508232096455,52.412887908430434,77.9343744318169,40.39714290853684,67.0858009760441,58.96755385286064,38.07221894934862,67.51983677416729,63.54045412269125,51.25209144647567,39.52270352794782,71.34095549097884,48.85181250373651,78.94224429264989,61.25956201950371,48.0581732519046,57.265607619909304,55.42246210196741,52.778236006392625,42.618982176813375,74.88752701056816,41.367595269248284,38.99596694743016,69.79632949071345,58.22027639971672,28.838465982094675,18.504436316981288,45.183496278842185,19.375769952497727,29.240087045142964,55.54872737187427,56.143001729006606,25.297548747492666,25.440784766311644,46.94896817097989,52.11136529243089,44.04208616186188,47.29968532724332,56.341622799153214,39.17133231363393,37.21819474439252,30.11235940142111,,NORMAL
2025-01-01 00:02:00,43.03048971524203,27.986760502582182,61.38470461891484,69.16259536575387,40.98961361258907,50.68847204313455,,50.983975296234895,44.474149858560004,55.6547533382998,75.19288969020613,39.50519485201957,62.26998356624416,61.55700818649351,35.93581519024815,66.17993553025522,62.589012069743085,50.73796647904114,42.02643243841166,69.16131050035617,47.86163348168634,72.36516394732165,60.30288912127426,44.587301505326444,57.29742337435809,55.10167614488139,48.119754826133835,42.14410383961439,77.35045410050513,42.76034053596452,36.17788176381927,67.72561425753756,55.88056467746967,36.13192651423255,18.05744830064415,41.57146278324063,18.980585159652726,31.410490418068086,57.49060237056224,61.194042380973556,26.15953473069602,22.21218487916551,47.33695230767537,53.286447868900524,41.17699094536243,45.01320226354775,55.37251306844314,37.22553633420076,36.86611473640615,30.365393656753266,64.52865078699625,NORMAL
2025-01-01 00:03:00,44.493437700454805,27.44356681170029,64.72165113062454,68.59650851214919,42.146446922882234,56.30856721052435,71.37785521359716,56.1736376330832,44.70040437233056,52.89466042696263,76.1911152120471,36.662056410135634,63.1982017612435,63.99748740571902,35.36016795958973,70.42773226433185,58.971515636369254,49.15372197801518,40.54949874086491,72.16784203020356,50.36765351727324,68.9042801530759,62.77293084344736,49.2717426891851,55.19011001030744,54.7855219375609,48.61333824714715,42.81358819719289,75.60711981803476,38.59506579982911,38.02652336488217,70.28039994566755,57.22846466837975,30.963975952654323,22.53297943310246,45.14929978358214,19.476401923294603,30.722372633605463,57.184700192595315,59.06450198446632,23.155625106971293,21.276849192467232,43.49963812784722,51.59048915631209,38.35422854831365,45.98262634249124,52.781130028491376,42.01310566533485,39.43049223436418,30.808835014805723,,NORMAL
2025-01-01 00:04:00,41.31065086279472,29.268591606949578,62.77269789948591,70.89573950571716,40.00269412684709,51.07301253626614,68.87010481180505,51.751740836497206,46.39207157783966,54.60320174904313,75.61699527631858,36.32681539074787,65.57117475210707,63.14386633669828,37.84390961867076,65.99062264885606,64.1335518263143,47.151725949183785,39.245962772580356,75.44689076201325,48.695867717469945,71.65530093393716,59.65325655423955,46.08647976554909,55.633261416645986,53.333983295967506,49.003363498460594,49.22477319943613,76.82212776676393,40.34041678608473,35.55268141923996,73.55360477195109,54.7167390404088,30.91319493590492,19.776713035675524,42.6168037704701,18.906785628368713,30.55977285063873,54.98877988493742,56.51463287405444,26.798248023239417,23.344392052826517,48.75443474597318,48.3745172201743,42.54790677006361,42.8602362841327,54.278472013445686,34.64934239577203,41.63040104754,27.171579712876078,64.42009169271402,NORMAL
2025-01-01 00:05:00,41.422067516485455,27.50964811823785,64.44392210905265,71.41357502794474,40.49034441487903,49.710989832972736,65.98186456754614,50.56754497446337,45.312635057304014,53.56313537616029,72.90454966022646,33.714957800739434,64.11237066453722,64.57730481911459,39.334406064309746,64.66178792547518,61.596350435674715,51.64955109103299,37.277416735768526,70.37280225096447,49.119090111593906,70.80494493663447,62.78055888432626,48.50247960283537,55.83882345369051,54.243961316935476,54.453638657295585,44.52639461852045,72.75604157188278,38.43065653824843,35.281694502003404,67.78193119340678,54.59368596831407,31.988604547643813,21.357865168388297,43.07472664561452,20.066724926381955,32.14087604614574,52.800359462139085,56.07618499211053,27.103064413000265,25.691440328033494,43.037954516781525,52.36832891933379,42.299071654051886,49.389552250379104,50.362520038171795,38.259128926748744,40.99429481546857,30.426452611550758,65.04271453432389,NORMAL
2025-01-01 00:06:00,41.32964679933347,29.7124620026196,62.147724913918324,69.67977838338743,43.839274483695085,52.18165220927204,71.2760470033262,,47.37954399946598,,77.96451772682005,41.12904441609115,58.497827120516206,61.16751567967836,36.84725839556979,63.15441741240941,65.24866684935688,49.85823191382441,41.072439494298344,70.38222433985092,48.866448542971966,74.99178954546096,60.39146156137882,47.21061921385424,53.385822167329216,52.869914033710764,49.082158767628215,44.977961023090735,75.49507627295584,36.26865749484105,36.719375480455945,70.10279425474661,54.3455166377097,35.1291673822453,24.79998624570009,46.13552908184452,21.94992545821374,27.858544234549857,53.158796499154924,58.67824346162081,25.44347103741528,24.447326690234995,47.217584468074406,51.486611920479845,40.6014531245233,43.705644706377214,55.253549082817116,37.70564072062837,39.20437804426457,29.942301326799424,65.15367615236846,NORMAL
2025-01-01 00:07:00,40.624241455347544,29.07107213216165,65.17818762051735,72.45802477291426,40.93540029181881,51.30342497973596,70.08091584165243,57.051117579608416,46.29146386992142,55.702321461195574,80.24592509551945,37.9952535020245,62.99079226915539,64.46548575630486,39.09325447895959,67.39867143909761,62.15856869552125,51.50382150695181,43.51504635930732,70.01201323659267,48.821065460970146,73.9828036325631,61.4171545830697,46.14368020984263,55.08386500970277,54.2118057671053,47.86077061384594,41.809419736360255,76.33648811933989,41.297735782454005,36.83923375215835,67.00879727121841,57.88979646751015,28.30944319078963,22.384590779955012,48.727893756918675,21.743850399109544,31.04168301418216,50.987141473588856,58.152247919585975,24.2683206587213,22.354200425164134,47.31567269814628,51.28289651280708,38.02544448709168,44.9014547772608,52.41403173902004,37.041399364869704,41.983404078806444,30.655225393709486,62.64240454502632,NORMAL
2025-01-01 00:08:00,37.24730910545455,28.693652257327102,63.34631842110456,67.21958638253672,40.57081108891798,51.178238186221215,71.12666496002576,49.25194040886926,47.50577552920307,52.089448071482764,74.38379212304906,36.0733835359886,64.70345012073466,61.386677714380404,32.76926020780783,66.33638421620859,65.2860172314798,54.11816912303903,39.30278032163808,70.15536302956582,49.593446614221044,74.13692391696063,63.606811339974804,46.69044507617808,58.853550850143804,49.62907817184607,52.10945171085378,40.5666394327835,78.49028833518231,37.09999348016464,38.70374444154454,68.27505640091128,55.30613466935008,32.2209055426687,20.61397605632529,44.80238382780455,18.699751263028446,36.13457075217819,56.26004565818041,59.72805600426732,25.559129051101312,26.73760898466663,47.94703770444176,50.50223131848786,41.39246214699365,45.60722967682305,56.15713909507448,36.747475436778096,42.88817925388498,32.7675468253198,60.479779601684506,NORMAL
2025-01-01 00:09:00,44.37314649563556,27.356421026976726,66.90864521540915,69.1156456922443,41.094257436815134,51.551750391748875,74.3688716914537,50.81268508000262,48.976897891386486,58.06022565966842,78.05674183530404,39.7134111237015,60.29258004950257,64.71645633241613,37.207724388529925,64.60243523090098,63.2572265636205,46.1072103015761,40.74303198962731,65.64359239120989,48.37642744935063,72.59945338170544,60.02442855646392,48.75074414787436,57.93665502795228,55.15901870109136,49.625247495231946,42.61604006413115,74.71001580103777,41.415309987621185,34.865131811921486,68.55870850903807,57.094276497530515,35.84347816741487,19.283902162797077,43.06547539291872,20.680752179746495,29.327643848297217,55.1098382187011,59.15777251607947,21.18890283277285,27.809966071716723,41.85911303865946,51.76948066255687,43.46868216445098,45.19437719306863,53.93897245565645,38.1288813629795,40.40070308307448,34.801784677201695,64.76285852008829,NORMAL
